cast_gene,129_gene,nod_gene,c3h_gene,mouse_gene
MGP_CASTEiJ_G0024938,MGP_129S1SvImJ_G0025741,MGP_NODShiLtJ_G0025577,MGP_C3HHeJ_G0025473,ENSMUSG00000060988
MGP_CASTEiJ_G0016350,MGP_129S1SvImJ_G0017007,MGP_NODShiLtJ_G0016873,MGP_C3HHeJ_G0016768,ENSMUSG00000019790
MGP_CASTEiJ_G0021873,MGP_129S1SvImJ_G0022613,MGP_NODShiLtJ_G0022444,MGP_C3HHeJ_G0022346,ENSMUSG00000086965
MGP_CASTEiJ_G0026507,MGP_129S1SvImJ_G0027343,MGP_NODShiLtJ_G0027158,MGP_C3HHeJ_G0027060,ENSMUSG00000074513
MGP_CASTEiJ_G0007141,MGP_129S1SvImJ_G0007320,MGP_NODShiLtJ_G0007242,MGP_C3HHeJ_G0007239,ENSMUSG00000097357
MGP_CASTEiJ_G0025210,MGP_129S1SvImJ_G0026023,MGP_NODShiLtJ_G0025853,MGP_C3HHeJ_G0025751,ENSMUSG00000075149
MGP_CASTEiJ_G0025513,MGP_129S1SvImJ_G0026331,MGP_NODShiLtJ_G0026147,MGP_C3HHeJ_G0026051,ENSMUSG00000027323
MGP_CASTEiJ_G0024683,MGP_129S1SvImJ_G0025486,MGP_NODShiLtJ_G0025324,MGP_C3HHeJ_G0025220,ENSMUSG00000026927
MGP_CASTEiJ_G0014788,MGP_129S1SvImJ_G0015473,MGP_NODShiLtJ_G0015342,MGP_C3HHeJ_G0015236,ENSMUSG00000086822
MGP_CASTEiJ_G0028663,MGP_129S1SvImJ_G0029555,MGP_NODShiLtJ_G0029358,MGP_C3HHeJ_G0029255,ENSMUSG00000029193
MGP_CASTEiJ_G0036996,MGP_129S1SvImJ_G0038199,MGP_NODShiLtJ_G0037956,MGP_C3HHeJ_G0037848,ENSMUSG00000065636
MGP_CASTEiJ_G0038014,MGP_129S1SvImJ_G0039241,MGP_NODShiLtJ_G0038993,MGP_C3HHeJ_G0038881,ENSMUSG00000088103
MGP_CASTEiJ_G0029980,MGP_129S1SvImJ_G0030893,MGP_NODShiLtJ_G0030701,MGP_C3HHeJ_G0030838,ENSMUSG00000071356
MGP_CASTEiJ_G0026878,MGP_129S1SvImJ_G0027720,MGP_NODShiLtJ_G0027537,MGP_C3HHeJ_G0027422,ENSMUSG00000068798
MGP_CASTEiJ_G0033160,MGP_129S1SvImJ_G0034148,MGP_NODShiLtJ_G0033952,MGP_C3HHeJ_G0033833,ENSMUSG00000031952
MGP_CASTEiJ_G0028742,MGP_129S1SvImJ_G0029634,MGP_NODShiLtJ_G0029436,MGP_C3HHeJ_G0029334,ENSMUSG00000029228
MGP_CASTEiJ_G0015421,MGP_129S1SvImJ_G0016069,MGP_NODShiLtJ_G0015934,MGP_C3HHeJ_G0015839,ENSMUSG00000026020
MGP_CASTEiJ_G0028815,MGP_129S1SvImJ_G0029706,MGP_NODShiLtJ_G0029507,MGP_C3HHeJ_G0029405,ENSMUSG00000029288
MGP_CASTEiJ_G0019895,MGP_129S1SvImJ_G0020632,MGP_NODShiLtJ_G0020472,MGP_C3HHeJ_G0020381,ENSMUSG00000021550
MGP_CASTEiJ_G0005589,MGP_129S1SvImJ_G0005731,MGP_NODShiLtJ_G0005664,MGP_C3HHeJ_G0005646,ENSMUSG00000092604
MGP_CASTEiJ_G0028634,MGP_129S1SvImJ_G0029526,MGP_NODShiLtJ_G0029329,MGP_C3HHeJ_G0029226,ENSMUSG00000029084
MGP_CASTEiJ_G0018538,MGP_129S1SvImJ_G0019233,MGP_NODShiLtJ_G0019086,MGP_C3HHeJ_G0018984,ENSMUSG00000006575
MGP_CASTEiJ_G0022502,MGP_129S1SvImJ_G0023271,MGP_NODShiLtJ_G0023090,MGP_C3HHeJ_G0022996,ENSMUSG00000023911
MGP_CASTEiJ_G0024879,MGP_129S1SvImJ_G0025683,MGP_NODShiLtJ_G0025521,MGP_C3HHeJ_G0025417,ENSMUSG00000055838
MGP_CASTEiJ_G0028582,MGP_129S1SvImJ_G0029474,MGP_NODShiLtJ_G0029278,MGP_C3HHeJ_G0029173,ENSMUSG00000029102
MGP_CASTEiJ_G0017897,MGP_129S1SvImJ_G0018589,MGP_NODShiLtJ_G0018437,MGP_C3HHeJ_G0018342,ENSMUSG00000093989
MGP_CASTEiJ_G0005130,MGP_129S1SvImJ_G0005269,MGP_NODShiLtJ_G0005198,MGP_C3HHeJ_G0005183,ENSMUSG00000087107
MGP_CASTEiJ_G0018256,MGP_129S1SvImJ_G0018946,MGP_NODShiLtJ_G0018796,MGP_C3HHeJ_G0018701,ENSMUSG00000020857
MGP_CASTEiJ_G0025761,MGP_129S1SvImJ_G0026581,MGP_NODShiLtJ_G0026398,MGP_C3HHeJ_G0026300,ENSMUSG00000027423
MGP_CASTEiJ_G0007912,MGP_129S1SvImJ_G0008121,MGP_NODShiLtJ_G0008030,MGP_C3HHeJ_G0008034,ENSMUSG00000106169
MGP_CASTEiJ_G0035040,MGP_129S1SvImJ_G0036076,MGP_NODShiLtJ_G0035854,MGP_C3HHeJ_G0035752,ENSMUSG00000050394
MGP_CASTEiJ_G0023329,MGP_129S1SvImJ_G0024123,MGP_NODShiLtJ_G0023946,MGP_C3HHeJ_G0023850,ENSMUSG00000024234
MGP_CASTEiJ_G0027572,MGP_129S1SvImJ_G0028438,MGP_NODShiLtJ_G0028247,MGP_C3HHeJ_G0028131,ENSMUSG00000054351
MGP_CASTEiJ_G0031047,MGP_129S1SvImJ_G0032010,MGP_NODShiLtJ_G0031824,MGP_C3HHeJ_G0031713,ENSMUSG00000013928
MGP_CASTEiJ_G0034475,MGP_129S1SvImJ_G0035489,MGP_NODShiLtJ_G0035285,MGP_C3HHeJ_G0035170,ENSMUSG00000025804
MGP_CASTEiJ_G0035220,MGP_129S1SvImJ_G0036263,MGP_NODShiLtJ_G0036037,MGP_C3HHeJ_G0035933,ENSMUSG00000040621
MGP_CASTEiJ_G0033534,MGP_129S1SvImJ_G0034530,MGP_NODShiLtJ_G0034329,MGP_C3HHeJ_G0034211,ENSMUSG00000032041
MGP_CASTEiJ_G0026019,MGP_129S1SvImJ_G0026841,MGP_NODShiLtJ_G0026661,MGP_C3HHeJ_G0026558,ENSMUSG00000018211
MGP_CASTEiJ_G0027653,MGP_129S1SvImJ_G0028521,MGP_NODShiLtJ_G0028328,MGP_C3HHeJ_G0028217,ENSMUSG00000054362
MGP_CASTEiJ_G0036427,MGP_129S1SvImJ_G0037604,MGP_NODShiLtJ_G0037374,MGP_C3HHeJ_G0037263,ENSMUSG00000065811
MGP_CASTEiJ_G0019581,MGP_129S1SvImJ_G0020304,MGP_NODShiLtJ_G0020152,MGP_C3HHeJ_G0020058,ENSMUSG00000006720
MGP_CASTEiJ_G0015971,MGP_129S1SvImJ_G0016625,MGP_NODShiLtJ_G0016495,MGP_C3HHeJ_G0016391,ENSMUSG00000026596
MGP_CASTEiJ_G0021137,MGP_129S1SvImJ_G0021879,MGP_NODShiLtJ_G0021715,MGP_C3HHeJ_G0021620,ENSMUSG00000050891
MGP_CASTEiJ_G0026364,MGP_129S1SvImJ_G0027196,MGP_NODShiLtJ_G0027008,MGP_C3HHeJ_G0026911,ENSMUSG00000037152
MGP_CASTEiJ_G0004692,MGP_129S1SvImJ_G0004827,MGP_NODShiLtJ_G0004753,MGP_C3HHeJ_G0004738,ENSMUSG00000099625
MGP_CASTEiJ_G0031854,MGP_129S1SvImJ_G0032828,MGP_NODShiLtJ_G0032636,MGP_C3HHeJ_G0032526,ENSMUSG00000056946
MGP_CASTEiJ_G0018999,MGP_129S1SvImJ_G0019698,MGP_NODShiLtJ_G0019556,MGP_C3HHeJ_G0019446,ENSMUSG00000004151
MGP_CASTEiJ_G0007615,MGP_129S1SvImJ_G0007802,MGP_NODShiLtJ_G0007716,MGP_C3HHeJ_G0007722,ENSMUSG00000065417
MGP_CASTEiJ_G0030696,MGP_129S1SvImJ_G0031635,MGP_NODShiLtJ_G0031443,MGP_C3HHeJ_G0031337,ENSMUSG00000047655
MGP_CASTEiJ_G0030328,MGP_129S1SvImJ_G0031241,MGP_NODShiLtJ_G0031046,MGP_C3HHeJ_G0030939,ENSMUSG00000067767
MGP_CASTEiJ_G0024443,MGP_129S1SvImJ_G0025247,MGP_NODShiLtJ_G0025084,MGP_C3HHeJ_G0024978,ENSMUSG00000034765
MGP_CASTEiJ_G0006426,MGP_129S1SvImJ_G0006584,MGP_NODShiLtJ_G0006510,MGP_C3HHeJ_G0006499,ENSMUSG00000104718
MGP_CASTEiJ_G0020394,MGP_129S1SvImJ_G0021134,MGP_NODShiLtJ_G0020968,MGP_C3HHeJ_G0020869,ENSMUSG00000014496
MGP_CASTEiJ_G0027674,MGP_129S1SvImJ_G0028542,MGP_NODShiLtJ_G0028349,MGP_C3HHeJ_G0028238,ENSMUSG00000028613
MGP_CASTEiJ_G0029840,MGP_129S1SvImJ_G0030743,MGP_NODShiLtJ_G0030547,MGP_C3HHeJ_G0030437,ENSMUSG00000000942
MGP_CASTEiJ_G0033010,MGP_129S1SvImJ_G0033993,MGP_NODShiLtJ_G0033797,MGP_C3HHeJ_G0033678,ENSMUSG00000036550
MGP_CASTEiJ_G0015782,MGP_129S1SvImJ_G0016432,MGP_NODShiLtJ_G0016304,MGP_C3HHeJ_G0016201,ENSMUSG00000042581
MGP_CASTEiJ_G0006235,MGP_129S1SvImJ_G0006384,MGP_NODShiLtJ_G0006318,MGP_C3HHeJ_G0006301,ENSMUSG00000086765
MGP_CASTEiJ_G0028153,MGP_129S1SvImJ_G0029024,MGP_NODShiLtJ_G0028828,MGP_C3HHeJ_G0028721,ENSMUSG00000078234
MGP_CASTEiJ_G0029332,MGP_129S1SvImJ_G0030228,MGP_NODShiLtJ_G0030030,MGP_C3HHeJ_G0029922,ENSMUSG00000029715
MGP_CASTEiJ_G0026532,MGP_129S1SvImJ_G0027369,MGP_NODShiLtJ_G0027184,MGP_C3HHeJ_G0027085,ENSMUSG00000005640
MGP_CASTEiJ_G0030071,MGP_129S1SvImJ_G0030983,MGP_NODShiLtJ_G0030788,MGP_C3HHeJ_G0030748,ENSMUSG00000029994
MGP_CASTEiJ_G0007166,MGP_129S1SvImJ_G0007345,MGP_NODShiLtJ_G0007266,MGP_C3HHeJ_G0007264,ENSMUSG00000097120
MGP_CASTEiJ_G0016485,MGP_129S1SvImJ_G0017146,MGP_NODShiLtJ_G0017010,MGP_C3HHeJ_G0016906,ENSMUSG00000094311
MGP_CASTEiJ_G0019644,MGP_129S1SvImJ_G0020376,MGP_NODShiLtJ_G0020218,MGP_C3HHeJ_G0020127,ENSMUSG00000021338
MGP_CASTEiJ_G0019803,MGP_129S1SvImJ_G0020539,MGP_NODShiLtJ_G0020379,MGP_C3HHeJ_G0020288,ENSMUSG00000048368
MGP_CASTEiJ_G0026735,MGP_129S1SvImJ_G0027581,MGP_NODShiLtJ_G0027399,MGP_C3HHeJ_G0027285,ENSMUSG00000015702
MGP_CASTEiJ_G0022761,MGP_129S1SvImJ_G0023533,MGP_NODShiLtJ_G0023353,MGP_C3HHeJ_G0023259,ENSMUSG00000059208
MGP_CASTEiJ_G0024268,MGP_129S1SvImJ_G0025068,MGP_NODShiLtJ_G0024902,MGP_C3HHeJ_G0024801,ENSMUSG00000024798
MGP_CASTEiJ_G0023135,MGP_129S1SvImJ_G0023930,MGP_NODShiLtJ_G0023751,MGP_C3HHeJ_G0023653,ENSMUSG00000049760
MGP_CASTEiJ_G0020901,MGP_129S1SvImJ_G0021642,MGP_NODShiLtJ_G0021480,MGP_C3HHeJ_G0021385,ENSMUSG00000045871
MGP_CASTEiJ_G0020366,MGP_129S1SvImJ_G0021106,MGP_NODShiLtJ_G0020940,MGP_C3HHeJ_G0020841,ENSMUSG00000052395
MGP_CASTEiJ_G0037412,MGP_129S1SvImJ_G0038630,MGP_NODShiLtJ_G0038382,MGP_C3HHeJ_G0038269,ENSMUSG00000077613
MGP_CASTEiJ_G0024738,MGP_129S1SvImJ_G0025541,MGP_NODShiLtJ_G0025379,MGP_C3HHeJ_G0025275,ENSMUSG00000075425
MGP_CASTEiJ_G0016720,MGP_129S1SvImJ_G0017389,MGP_NODShiLtJ_G0017248,MGP_C3HHeJ_G0017150,ENSMUSG00000001119
MGP_CASTEiJ_G0036239,MGP_129S1SvImJ_G0037404,MGP_NODShiLtJ_G0037175,MGP_C3HHeJ_G0037061,ENSMUSG00000064972
MGP_CASTEiJ_G0017980,MGP_129S1SvImJ_G0018672,MGP_NODShiLtJ_G0018520,MGP_C3HHeJ_G0018425,ENSMUSG00000070383
MGP_CASTEiJ_G0021533,MGP_129S1SvImJ_G0022276,MGP_NODShiLtJ_G0022104,MGP_C3HHeJ_G0022011,ENSMUSG00000022466
MGP_CASTEiJ_G0025401,MGP_129S1SvImJ_G0026216,MGP_NODShiLtJ_G0026039,MGP_C3HHeJ_G0025937,ENSMUSG00000068373
MGP_CASTEiJ_G0018156,MGP_129S1SvImJ_G0018847,MGP_NODShiLtJ_G0018696,MGP_C3HHeJ_G0018601,ENSMUSG00000020686
MGP_CASTEiJ_G0036275,MGP_129S1SvImJ_G0037443,MGP_NODShiLtJ_G0037216,MGP_C3HHeJ_G0037101,ENSMUSG00000065678
MGP_CASTEiJ_G0005907,MGP_129S1SvImJ_G0006053,MGP_NODShiLtJ_G0005989,MGP_C3HHeJ_G0005970,ENSMUSG00000087547
MGP_CASTEiJ_G0015773,MGP_129S1SvImJ_G0016423,MGP_NODShiLtJ_G0016295,MGP_C3HHeJ_G0016192,ENSMUSG00000051590
MGP_CASTEiJ_G0020406,MGP_129S1SvImJ_G0021146,MGP_NODShiLtJ_G0020980,MGP_C3HHeJ_G0020881,ENSMUSG00000100241
MGP_CASTEiJ_G0028320,MGP_129S1SvImJ_G0029205,MGP_NODShiLtJ_G0029009,MGP_C3HHeJ_G0028907,ENSMUSG00000029055
MGP_CASTEiJ_G0026188,MGP_129S1SvImJ_G0027013,MGP_NODShiLtJ_G0026829,MGP_C3HHeJ_G0026729,ENSMUSG00000038751
MGP_CASTEiJ_G0033789,MGP_129S1SvImJ_G0034784,MGP_NODShiLtJ_G0034582,MGP_C3HHeJ_G0034467,ENSMUSG00000000167
MGP_CASTEiJ_G0007262,MGP_129S1SvImJ_G0007441,MGP_NODShiLtJ_G0007362,MGP_C3HHeJ_G0007358,ENSMUSG00000100487
MGP_CASTEiJ_G0031956,MGP_129S1SvImJ_G0032930,MGP_NODShiLtJ_G0032738,MGP_C3HHeJ_G0032628,ENSMUSG00000030884
MGP_CASTEiJ_G0034260,MGP_129S1SvImJ_G0035266,MGP_NODShiLtJ_G0035065,MGP_C3HHeJ_G0034949,ENSMUSG00000010064
MGP_CASTEiJ_G0023037,MGP_129S1SvImJ_G0023830,MGP_NODShiLtJ_G0023654,MGP_C3HHeJ_G0023555,ENSMUSG00000002769
MGP_CASTEiJ_G0018893,MGP_129S1SvImJ_G0019590,MGP_NODShiLtJ_G0019446,MGP_C3HHeJ_G0019338,ENSMUSG00000020583
MGP_CASTEiJ_G0023950,MGP_129S1SvImJ_G0024744,MGP_NODShiLtJ_G0024572,MGP_C3HHeJ_G0024478,ENSMUSG00000100621
MGP_CASTEiJ_G0022025,MGP_129S1SvImJ_G0022765,MGP_NODShiLtJ_G0022594,MGP_C3HHeJ_G0022497,ENSMUSG00000035376
MGP_CASTEiJ_G0027408,MGP_129S1SvImJ_G0028269,MGP_NODShiLtJ_G0028076,MGP_C3HHeJ_G0027969,ENSMUSG00000053317
MGP_CASTEiJ_G0020162,MGP_129S1SvImJ_G0020903,MGP_NODShiLtJ_G0020739,MGP_C3HHeJ_G0020643,ENSMUSG00000042743
MGP_CASTEiJ_G0027374,MGP_129S1SvImJ_G0028236,MGP_NODShiLtJ_G0028041,MGP_C3HHeJ_G0027935,ENSMUSG00000035649
MGP_CASTEiJ_G0024148,MGP_129S1SvImJ_G0024946,MGP_NODShiLtJ_G0024777,MGP_C3HHeJ_G0024682,ENSMUSG00000047207
MGP_CASTEiJ_G0015771,MGP_129S1SvImJ_G0016421,MGP_NODShiLtJ_G0016293,MGP_C3HHeJ_G0016190,ENSMUSG00000026348
MGP_CASTEiJ_G0034228,MGP_129S1SvImJ_G0035234,MGP_NODShiLtJ_G0035033,MGP_C3HHeJ_G0034917,ENSMUSG00000023249
MGP_CASTEiJ_G0028511,MGP_129S1SvImJ_G0029402,MGP_NODShiLtJ_G0029204,MGP_C3HHeJ_G0029100,ENSMUSG00000029161
MGP_CASTEiJ_G0014721,MGP_129S1SvImJ_G0015407,MGP_NODShiLtJ_G0015277,MGP_C3HHeJ_G0015170,ENSMUSG00000079499
MGP_CASTEiJ_G0026796,MGP_129S1SvImJ_G0027637,MGP_NODShiLtJ_G0027454,MGP_C3HHeJ_G0027341,ENSMUSG00000049908
MGP_CASTEiJ_G0023338,MGP_129S1SvImJ_G0024132,MGP_NODShiLtJ_G0023955,MGP_C3HHeJ_G0023860,ENSMUSG00000073639
MGP_CASTEiJ_G0021837,MGP_129S1SvImJ_G0022578,MGP_NODShiLtJ_G0022407,MGP_C3HHeJ_G0022309,ENSMUSG00000022766
MGP_CASTEiJ_G0037562,MGP_129S1SvImJ_G0038781,MGP_NODShiLtJ_G0038533,MGP_C3HHeJ_G0038420,ENSMUSG00000077224
MGP_CASTEiJ_G0025242,MGP_129S1SvImJ_G0026057,MGP_NODShiLtJ_G0025883,MGP_C3HHeJ_G0025781,ENSMUSG00000057735
MGP_CASTEiJ_G0033142,MGP_129S1SvImJ_G0034131,MGP_NODShiLtJ_G0033934,MGP_C3HHeJ_G0033815,ENSMUSG00000031749
MGP_CASTEiJ_G0005347,MGP_129S1SvImJ_G0005490,MGP_NODShiLtJ_G0005419,MGP_C3HHeJ_G0005405,ENSMUSG00000097182
MGP_CASTEiJ_G0017486,MGP_129S1SvImJ_G0018168,MGP_NODShiLtJ_G0018023,MGP_C3HHeJ_G0017922,ENSMUSG00000007653
MGP_CASTEiJ_G0018591,MGP_129S1SvImJ_G0019287,MGP_NODShiLtJ_G0019140,MGP_C3HHeJ_G0019038,ENSMUSG00000019590
MGP_CASTEiJ_G0020827,MGP_129S1SvImJ_G0021568,MGP_NODShiLtJ_G0021406,MGP_C3HHeJ_G0021310,ENSMUSG00000021999
MGP_CASTEiJ_G0029337,MGP_129S1SvImJ_G0030233,MGP_NODShiLtJ_G0030035,MGP_C3HHeJ_G0029927,ENSMUSG00000037221
MGP_CASTEiJ_G0004910,MGP_129S1SvImJ_G0005051,MGP_NODShiLtJ_G0004978,MGP_C3HHeJ_G0004963,ENSMUSG00000103328
MGP_CASTEiJ_G0025369,MGP_129S1SvImJ_G0026183,MGP_NODShiLtJ_G0026007,MGP_C3HHeJ_G0025904,ENSMUSG00000040174
MGP_CASTEiJ_G0015903,MGP_129S1SvImJ_G0016554,MGP_NODShiLtJ_G0016426,MGP_C3HHeJ_G0016323,ENSMUSG00000026368
MGP_CASTEiJ_G0005770,MGP_129S1SvImJ_G0005915,MGP_NODShiLtJ_G0005853,MGP_C3HHeJ_G0005834,ENSMUSG00000085014
MGP_CASTEiJ_G0007771,MGP_129S1SvImJ_G0007964,MGP_NODShiLtJ_G0007878,MGP_C3HHeJ_G0007883,ENSMUSG00000076313
MGP_CASTEiJ_G0025105,MGP_129S1SvImJ_G0025914,MGP_NODShiLtJ_G0025749,MGP_C3HHeJ_G0025644,ENSMUSG00000027075
MGP_CASTEiJ_G0017116,MGP_129S1SvImJ_G0017793,MGP_NODShiLtJ_G0017654,MGP_C3HHeJ_G0017556,ENSMUSG00000044071
MGP_CASTEiJ_G0037558,MGP_129S1SvImJ_G0038777,MGP_NODShiLtJ_G0038529,MGP_C3HHeJ_G0038416,ENSMUSG00000095037
MGP_CASTEiJ_G0007371,MGP_129S1SvImJ_G0007548,MGP_NODShiLtJ_G0007472,MGP_C3HHeJ_G0007469,ENSMUSG00000071721
MGP_CASTEiJ_G0023721,MGP_129S1SvImJ_G0024514,MGP_NODShiLtJ_G0024343,MGP_C3HHeJ_G0024248,ENSMUSG00000024519
MGP_CASTEiJ_G0025228,MGP_129S1SvImJ_G0026041,MGP_NODShiLtJ_G0025869,MGP_C3HHeJ_G0025769,ENSMUSG00000075140
MGP_CASTEiJ_G0009503,MGP_129S1SvImJ_G0009782,MGP_NODShiLtJ_G0009670,MGP_C3HHeJ_G0009684,ENSMUSG00000098969
MGP_CASTEiJ_G0028913,MGP_129S1SvImJ_G0029803,MGP_NODShiLtJ_G0029604,MGP_C3HHeJ_G0029502,ENSMUSG00000029313
MGP_CASTEiJ_G0027394,MGP_129S1SvImJ_G0028255,MGP_NODShiLtJ_G0028062,MGP_C3HHeJ_G0027955,ENSMUSG00000070990
MGP_CASTEiJ_G0000073,MGP_129S1SvImJ_G0000070,MGP_NODShiLtJ_G0000078,MGP_C3HHeJ_G0000074,ENSMUSG00000087582
MGP_CASTEiJ_G0005567,MGP_129S1SvImJ_G0005709,MGP_NODShiLtJ_G0005642,MGP_C3HHeJ_G0005625,ENSMUSG00000097714
MGP_CASTEiJ_G0005900,MGP_129S1SvImJ_G0006046,MGP_NODShiLtJ_G0005982,MGP_C3HHeJ_G0005963,ENSMUSG00000085691
MGP_CASTEiJ_G0028145,MGP_129S1SvImJ_G0029016,MGP_NODShiLtJ_G0028820,MGP_C3HHeJ_G0028713,ENSMUSG00000028741
MGP_CASTEiJ_G0008961,MGP_129S1SvImJ_G0009225,MGP_NODShiLtJ_G0009110,MGP_C3HHeJ_G0009131,ENSMUSG00000098766
MGP_CASTEiJ_G0009223,MGP_129S1SvImJ_G0009502,MGP_NODShiLtJ_G0009389,MGP_C3HHeJ_G0009404,ENSMUSG00000088456
MGP_CASTEiJ_G0037136,MGP_129S1SvImJ_G0038349,MGP_NODShiLtJ_G0038100,MGP_C3HHeJ_G0037992,ENSMUSG00000088275
MGP_CASTEiJ_G0014834,MGP_129S1SvImJ_G0015518,MGP_NODShiLtJ_G0015386,MGP_C3HHeJ_G0015280,ENSMUSG00000074281
MGP_CASTEiJ_G0007303,MGP_129S1SvImJ_G0007483,MGP_NODShiLtJ_G0007404,MGP_C3HHeJ_G0007400,ENSMUSG00000100294
MGP_CASTEiJ_G0005690,MGP_129S1SvImJ_G0005834,MGP_NODShiLtJ_G0005771,MGP_C3HHeJ_G0005752,ENSMUSG00000097683
MGP_CASTEiJ_G0036246,MGP_129S1SvImJ_G0037421,MGP_NODShiLtJ_G0037194,MGP_C3HHeJ_G0037079,ENSMUSG00000095744
MGP_CASTEiJ_G0016430,MGP_129S1SvImJ_G0017091,MGP_NODShiLtJ_G0016955,MGP_C3HHeJ_G0016851,ENSMUSG00000020000
MGP_CASTEiJ_G0036087,MGP_129S1SvImJ_G0037245,MGP_NODShiLtJ_G0037016,MGP_C3HHeJ_G0036905,ENSMUSG00000088322
MGP_CASTEiJ_G0024278,MGP_129S1SvImJ_G0025078,MGP_NODShiLtJ_G0024912,MGP_C3HHeJ_G0024811,ENSMUSG00000023307
MGP_CASTEiJ_G0009401,MGP_129S1SvImJ_G0009680,MGP_NODShiLtJ_G0009567,MGP_C3HHeJ_G0009581,ENSMUSG00000084596
MGP_CASTEiJ_G0004761,MGP_129S1SvImJ_G0004898,MGP_NODShiLtJ_G0004826,MGP_C3HHeJ_G0004810,ENSMUSG00000100908
MGP_CASTEiJ_G0021327,MGP_129S1SvImJ_G0022068,MGP_NODShiLtJ_G0021898,MGP_C3HHeJ_G0021806,ENSMUSG00000068206
MGP_CASTEiJ_G0033638,MGP_129S1SvImJ_G0034634,MGP_NODShiLtJ_G0034434,MGP_C3HHeJ_G0034317,ENSMUSG00000095322
MGP_CASTEiJ_G0037761,MGP_129S1SvImJ_G0038979,MGP_NODShiLtJ_G0038733,MGP_C3HHeJ_G0038621,ENSMUSG00000088894
MGP_CASTEiJ_G0036148,MGP_129S1SvImJ_G0037309,MGP_NODShiLtJ_G0037078,MGP_C3HHeJ_G0036969,ENSMUSG00000088231
MGP_CASTEiJ_G0022172,MGP_129S1SvImJ_G0022915,MGP_NODShiLtJ_G0022743,MGP_C3HHeJ_G0022645,ENSMUSG00000062105
MGP_CASTEiJ_G0032391,MGP_129S1SvImJ_G0033375,MGP_NODShiLtJ_G0033178,MGP_C3HHeJ_G0033069,ENSMUSG00000031448
MGP_CASTEiJ_G0036602,MGP_129S1SvImJ_G0037795,MGP_NODShiLtJ_G0037556,MGP_C3HHeJ_G0037439,ENSMUSG00000088535
MGP_CASTEiJ_G0017092,MGP_129S1SvImJ_G0017768,MGP_NODShiLtJ_G0017630,MGP_C3HHeJ_G0017531,ENSMUSG00000028630
MGP_CASTEiJ_G0024869,MGP_129S1SvImJ_G0025673,MGP_NODShiLtJ_G0025511,MGP_C3HHeJ_G0025407,ENSMUSG00000111021
MGP_CASTEiJ_G0025018,MGP_129S1SvImJ_G0025822,MGP_NODShiLtJ_G0025657,MGP_C3HHeJ_G0025554,ENSMUSG00000027018
MGP_CASTEiJ_G0021790,MGP_129S1SvImJ_G0022530,MGP_NODShiLtJ_G0022361,MGP_C3HHeJ_G0022263,ENSMUSG00000009569
MGP_CASTEiJ_G0036425,MGP_129S1SvImJ_G0037602,MGP_NODShiLtJ_G0037372,MGP_C3HHeJ_G0037261,ENSMUSG00000088283
MGP_CASTEiJ_G0028632,MGP_129S1SvImJ_G0029524,MGP_NODShiLtJ_G0029327,MGP_C3HHeJ_G0029224,ENSMUSG00000039753
MGP_CASTEiJ_G0034679,MGP_129S1SvImJ_G0035715,MGP_NODShiLtJ_G0035504,MGP_C3HHeJ_G0035388,ENSMUSG00000031119
MGP_CASTEiJ_G0025498,MGP_129S1SvImJ_G0026316,MGP_NODShiLtJ_G0026132,MGP_C3HHeJ_G0026036,ENSMUSG00000040093
MGP_CASTEiJ_G0037593,MGP_129S1SvImJ_G0038811,MGP_NODShiLtJ_G0038564,MGP_C3HHeJ_G0038451,ENSMUSG00000094481
MGP_CASTEiJ_G0032316,MGP_129S1SvImJ_G0033296,MGP_NODShiLtJ_G0033102,MGP_C3HHeJ_G0032993,ENSMUSG00000048677
MGP_CASTEiJ_G0037845,MGP_129S1SvImJ_G0039067,MGP_NODShiLtJ_G0038820,MGP_C3HHeJ_G0038707,ENSMUSG00000077565
MGP_CASTEiJ_G0008844,MGP_129S1SvImJ_G0009105,MGP_NODShiLtJ_G0008992,MGP_C3HHeJ_G0009010,ENSMUSG00000076042
MGP_CASTEiJ_G0004923,MGP_129S1SvImJ_G0005064,MGP_NODShiLtJ_G0004990,MGP_C3HHeJ_G0004977,ENSMUSG00000102794
MGP_CASTEiJ_G0016075,MGP_129S1SvImJ_G0016730,MGP_NODShiLtJ_G0016599,MGP_C3HHeJ_G0016494,ENSMUSG00000038473
MGP_CASTEiJ_G0021274,MGP_129S1SvImJ_G0022016,MGP_NODShiLtJ_G0021852,MGP_C3HHeJ_G0021755,ENSMUSG00000003970
MGP_CASTEiJ_G0023090,MGP_129S1SvImJ_G0023883,MGP_NODShiLtJ_G0023707,MGP_C3HHeJ_G0023608,ENSMUSG00000023923
MGP_CASTEiJ_G0016435,MGP_129S1SvImJ_G0017096,MGP_NODShiLtJ_G0016960,MGP_C3HHeJ_G0016856,ENSMUSG00000019987
MGP_CASTEiJ_G0019232,MGP_129S1SvImJ_G0019940,MGP_NODShiLtJ_G0019794,MGP_C3HHeJ_G0019683,ENSMUSG00000021239
MGP_CASTEiJ_G0022384,MGP_129S1SvImJ_G0023139,MGP_NODShiLtJ_G0022964,MGP_C3HHeJ_G0022870,ENSMUSG00000046173
MGP_CASTEiJ_G0006588,MGP_129S1SvImJ_G0006750,MGP_NODShiLtJ_G0006675,MGP_C3HHeJ_G0006665,ENSMUSG00000097152
